area,distance,first_registration,fuel,price,search,title,url,year
"Dyrskuevegen 4, 2040 Kløfta",68300,2019-03-04,Elektrisitet,289000,Tesla Model 3,Tesla Model 3 Long Range/FSD/Skinn/AWD/Utvidet garanti,https://www.finn.no/car/used/ad.html?finnkode=343989026,2019

"Bruksgata 19, 3300 Hokksund",50000,2021-09-27,Elektrisitet,375000,Tesla Model 3,Tesla Model 3 LR AWD 614KM WLTP+AUTOPILOT+KROK+VARMEPUMPE+2 SETT HJUL,https://www.finn.no/car/used/ad.html?finnkode=343842355,2021
"Myreneveien 25, 4842 Arendal",12000,2022-12-14,Elektrisitet,449900,Tesla Model 3,Tesla Model 3 Long Range AWD PANORAMA/EL.SETER/SKINN/EL.BAKLUKE/++,https://www.finn.no/car/used/ad.html?finnkode=344002729,2023
"Haralds VEI 17, 1470 Lørenskog",43500,2021-09-16,Elektrisitet,375000,Tesla Model 3,"Tesla Model 3 LONG RANGE AWD FACELIFT/VARMEPUMPE/VARMERATT/KROK/19""",https://www.finn.no/car/used/ad.html?finnkode=344005928,2021
"Hovebakken 9, 4306 Sandnes",77000,2019-06-27,Elektrisitet,299000,Tesla Model 3,"Tesla Model 3 LR 4X4 476 HK ,KROK,SKINN,PREMIUM SOUND,NAVI,KAMERA",https://www.finn.no/car/used/ad.html?finnkode=343831461,2019
"Sørlihagen 9, 4073 Randaberg",51500,2021-03-15,Elektrisitet,438129,Tesla Model 3,Tesla Model 3 Tesla Model 3 Performance FSD,https://www.finn.no/car/used/ad.html?finnkode=343831431,2021
,65500,2021-09-23,Elektrisitet,344990,Tesla Model 3,Tesla Model 3 Long Range 614km / V.Pumpe / Krok / P.Varm / R.Kam/ S+V,https://www.finn.no/car/used/ad.html?finnkode=343831913,2021
1365 Blommenholm,53626,2020-12-15,Elektrisitet,379305,Tesla Model 3,Tesla Model 3 Long Range AWD / Varmepumpe / Facelift / Aerofelger,https://www.finn.no/car/used/ad.html?finnkode=343825004,2021
,40200,2019-06-26,Elektrisitet,299000,Tesla Model 3,Tesla Model 3 LR AWD 580km / AP / Krok / Pano/ Premium/ Norsk/ Lav.km,https://www.finn.no/car/used/ad.html?finnkode=343833939,2019

"Sørenga 3, 7032 Trondheim",61900,2020-09-09,Elektrisitet,329900,Tesla Model 3,Tesla Model 3 LONG RANGE AWD PREMIUM*SKINN*KAMERA*HENGERFESTE*,https://www.finn.no/car/used/ad.html?finnkode=343836990,2020
"Bedriftsvegen 76, 3735 Skien",71500,2019-12-17,Elektrisitet,348900,Tesla Model 3,Tesla Model 3 AWD Performance Autopilot / Premium lyd / Navi,https://www.finn.no/car/used/ad.html?finnkode=343839144,2020
"Industritoppen 4, 4848 Arendal",58000,2020-12-28,Elektrisitet,359900,Tesla Model 3,Tesla Model 3 LONG RANGE AWD/1EIER/PANO/SKINN/AP/PREMIUM/KROK/S+V,https://www.finn.no/car/used/ad.html?finnkode=343839239,2021
"Bjerkehagen 20, 1544 Vestby",84000,2019-12-19,Elektrisitet,295000,Tesla Model 3,Tesla Model 3 LONG RANGE AWD PREMIUM+AUTOPILOT+PANO+NY EU 2026,https://www.finn.no/car/used/ad.html?finnkode=337246279,2020
9007 Tromsø,9900,2023-03-31,Elektrisitet,366868,Tesla Model 3,"Tesla Model 3 SR RWD |  20"" sommer | Autopilot | S+V  | Lav km",https://www.finn.no/car/used/ad.html?finnkode=334638422,2023

"Haugenveien 3, 1423 Ski",64700,2020-12-23,Elektrisitet,369900,Tesla Model 3,Tesla Model 3 Long Range AWD VELHOLDT-FACELIFT-EL BAKLUKE-HENGERFESTE,https://www.finn.no/car/used/ad.html?finnkode=343841440,2021
"Haralds vei 12, 1470 Lørenskog",148900,2020-03-06,Elektrisitet,249900,Tesla Model 3,Tesla Model 3 LONG R. - DUAL MOT. | AWD | ACC | PANO | KROK | EU på v,https://www.finn.no/car/used/ad.html?finnkode=343843869,2020
2608 Lillehammer,66450,2019-09-23,Elektrisitet,284990,Tesla Model 3,Tesla Model 3 Long Range 4x4 / AP/ Garanti / Prem / eu25 / B.perf +,https://www.finn.no/car/used/ad.html?finnkode=343664269,2019
5174 Mathopen,20190,2022-08-30,Elektrisitet,359000,Tesla Model 3,"Tesla Model 3 491km, Krok, LFP, Keramisk, 30.08.22 reg, lav km",https://www.finn.no/car/used/ad.html?finnkode=343604494,2022

"Per sivles vei 2, 1462 Fjellhamar",68800,2020-12-30,Elektrisitet,339000,Tesla Model 3,"Tesla Model 3 Long Range AWD, Premium, AP, V.pumpe, 19"" Sport ++",https://www.finn.no/car/used/ad.html?finnkode=343690106,2021


"Flovegen 2, 6800 Førde",71500,2020-06-26,Elektrisitet,319900,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=342029493,2020




"Tienveien 1, 1900 Fetsund",85000,2019-03-14,Elektrisitet,279000,Tesla Model 3,Tesla Model 3 - Long Range - Autopilot - Glasstak - Navigasjon - Dab,https://www.finn.no/car/used/ad.html?finnkode=343730023,2019



"Storebotn 3, 5309 Kleppestø",77000,2019-02-27,Elektrisitet,349900,Tesla Model 3,"Tesla Model 3 PERFORMANCE AWD FSD PREMIUM SKINN HIFI 2X20"" KAMERA",https://www.finn.no/car/used/ad.html?finnkode=343736017,2019


"Valhallavegen 10B, 2060 Gardermoen",40700,2022-03-16,Elektrisitet,449900,Tesla Model 3,Tesla Model 3 LONG RANGE*UTVIDET AUTOPILOT*KROK*S+V*PREMIUM*SKINN*DAB,https://www.finn.no/car/used/ad.html?finnkode=343751430,2022

"Haraldrudveien 9, 0581 Oslo",62255,2020-08-28,Elektrisitet,339900,Tesla Model 3,Tesla Model 3 Performance AWD VI TAR INNBYTTE! - HENT DENNE IDAG!,https://www.finn.no/car/used/ad.html?finnkode=343750802,2020
4341 Bryne,60500,2021-06-04,Elektrisitet,387868,Tesla Model 3,Tesla Model 3 MODEL 3 LR 158KW,https://www.finn.no/car/used/ad.html?finnkode=315005133,2021
6260 Skodje,84000,2019-02-25,Elektrisitet,299305,Tesla Model 3,Tesla Model 3 Performance 4x4 long range,https://www.finn.no/car/used/ad.html?finnkode=336767618,2019
"Moafjæra 1c, 7600 Levanger",86100,2020-09-02,Elektrisitet,309000,Tesla Model 3,Tesla Model 3 Long Range Premium AWD Krok ++,https://www.finn.no/car/used/ad.html?finnkode=343441023,2020
7041 Trondheim,32232,2021-12-08,Elektrisitet,396868,Tesla Model 3,Tesla Model 3 MODEL 3 Long Range. AWD 158KW,https://www.finn.no/car/used/ad.html?finnkode=313124578,2021
2870 Dokka,83000,2019-07-16,Elektrisitet,294147,Tesla Model 3,Tesla Model 3 MODEL 3 155KW,https://www.finn.no/car/used/ad.html?finnkode=333475030,2019

1539 Moss,44030,2021-08-23,Elektrisitet,317129,Tesla Model 3,Tesla Model 3 MODEL 3 239KW,https://www.finn.no/car/used/ad.html?finnkode=343454771,2021
1900 Fetsund,108000,2019-12-30,Elektrisitet,279205,Tesla Model 3,Tesla Model 3 LR/AWD/FSD Autopilot/H.feste/Panorama/Premium Interiør,https://www.finn.no/car/used/ad.html?finnkode=343450775,2020
3086 Holmestrand,24685,2022-04-04,Elektrisitet,417129,Tesla Model 3,Tesla Model 3 MODEL 3 158KW,https://www.finn.no/car/used/ad.html?finnkode=343398309,2022
