area,distance,first_registration,fuel,price,search,title,url,year
"Økernveien 115, 0579 Oslo",99200,2019-10-22,Diesel,379000,Skoda Superb,"Skoda Superb 2,0 TDI 190hk L&K 4x4 aut stv",https://www.finn.no/car/used/ad.html?finnkode=340082426,2020
"Klokkergårdveien 4, 1711 Sarpsborg",167000,2015-08-27,Diesel,189000,Skoda Superb,Skoda Superb 2.0 190hk Aut. L&K Sedan / Adptv.Cruise / Krok +++,https://www.finn.no/car/used/ad.html?finnkode=340222155,2016
"Lønningshaugen 15, 5258 Blomsterdalen",247500,2016-03-31,Diesel,199900,Skoda Superb,Skoda Superb 2.0-190HK/4X4/LAURIN&KLEMENT/ACC/NAV/KROK/PANO/WEBASTO+,https://www.finn.no/car/used/ad.html?finnkode=340090598,2016
1890 Rakkestad,77000,2017-05-04,Bensin,249900,Skoda Superb,"Skoda Superb 1,4 TSI 150hk SportLine Canton Webasto",https://www.finn.no/car/used/ad.html?finnkode=340261190,2017
"Borgundfjordvegen 68, 6017 Ålesund",151310,2014-06-24,Diesel,159000,Skoda Superb,Skoda Superb SUPERB 2.0-140 D 4X4 / Webasto / Panorama / Skinn,https://www.finn.no/car/used/ad.html?finnkode=340311056,2013
"Galteråsen 15a, 5916 Isdalstø",92600,2019-02-25,Diesel,369000,Skoda Superb,Skoda Superb 2.0 TDI/L&K/4X4/CANTON LYDANLEGG/ACC/KROK/DAB+,https://www.finn.no/car/used/ad.html?finnkode=340344415,2019
"Barstølveien 22 F, 4636 Kristiansand S",89610,2016-07-08,Diesel,228900,Skoda Superb,Skoda Superb 150HK DSG Style Delskinn Amundsen Canton ACC EU 05/25,https://www.finn.no/car/used/ad.html?finnkode=340346404,2016
"Lønningshaugen 15, 5258 Blomsterdalen",103800,2016-05-13,Bensin,199900,Skoda Superb,Skoda Superb 1.4-125HK/BENSIN/FACELIFT/ACC/NAVI/KAMERA/ISOFIX/NORSK,https://www.finn.no/car/used/ad.html?finnkode=340330419,2016
0488 Oslo,197000,2011-06-09,Diesel,65845,Skoda Superb,"Skoda Superb 1,6 TDI CR Family",https://www.finn.no/car/used/ad.html?finnkode=340453517,2011
"Ing. Rybergsgate 96, 3027 Drammen",61500,2020-07-06,Diesel,449900,Skoda Superb,Skoda Superb scout tdi 190hk 4x4 Canton Soltak Krok Webasto EL-seter,https://www.finn.no/car/used/ad.html?finnkode=340426588,2020
"Linjer, 9310 Sørreisa",234000,2012-11-01,Diesel,129000,Skoda Superb,Skoda Superb 2.0  TDI   ELEGANCE 4x4 aut,https://www.finn.no/car/used/ad.html?finnkode=340459877,2013
"Hønengata 72, 3515 Hønefoss",125400,2018-08-10,Diesel,299000,Skoda Superb,Skoda Superb 190HK 4x4 DSG L&K WEBASTO KROK SKINN DCC ACC NORSK ++,https://www.finn.no/car/used/ad.html?finnkode=340470855,2018
"Ravnåsveien 8c, 4848 Arendal",155800,2011-08-08,Diesel,85000,Skoda Superb,"Skoda Superb 1.6-105hk, TDI, EU til 25.01.2026, Comfort, Service..",https://www.finn.no/car/used/ad.html?finnkode=340810673,2012
"Galteråsen 15a, 5916 Isdalstø",101799,2019-12-06,Diesel,389900,Skoda Superb,Skoda Superb 20TDI 190HK 2l 4X4 DSG L&K/ACC/Webasto/Krok/Canton++,https://www.finn.no/car/used/ad.html?finnkode=340880027,2020
1866 Båstad,185000,2016-11-15,Diesel,223147,Skoda Superb,Skoda Superb SUPERB 2.0-190 D 4X4 L&K,https://www.finn.no/car/used/ad.html?finnkode=318954715,2017
"Kokstadflaten 19B, 5257 Kokstad",66400,2021-02-01,Diesel,439900,Skoda Superb,Skoda Superb 2.0TDI 200HK 4x4 DSG L&K/ACC/Webasto/Massaje/Krok/S+V,https://www.finn.no/car/used/ad.html?finnkode=341000361,2021
6450 Hjelset,87500,2017-12-21,Diesel,369000,Skoda Superb,"Skoda Superb 2,0 TDI 190hk Sportline 4x4 aut",https://www.finn.no/car/used/ad.html?finnkode=333816913,2018
"Stoaveien 39, 4848 Arendal",60700,2021-01-30,El + Bensin,339000,Skoda Superb,"Skoda Superb 1,4 TSI 218hk iV Sportline Adaptiv cruise/Canton/Hfeste",https://www.finn.no/car/used/ad.html?finnkode=341007002,2021
1542 Vestby,85000,2019-08-29,Diesel,439305,Skoda Superb,"Skoda Superb 2,0 TDI 190hk SportLine 4x4 aut (K)",https://www.finn.no/car/used/ad.html?finnkode=341122655,2020
"Ingeniør Rybergs gate 104, 3027 Drammen",137300,2019-08-28,Diesel,369900,Skoda Superb,"Skoda Superb L&K,Skinn,Webasto,Krok,Navi,Kamera,ACC,Canton,El.sete++",https://www.finn.no/car/used/ad.html?finnkode=341144025,2020
"Sjøfartsgata 15, 7714 Steinkjer",86177,2017-11-29,Diesel,359900,Skoda Superb,Skoda Superb 2.0  TDI/190HK/4X4/L&K/KROK/WEBASTO/CANTON/ACC/RKAM/NAV,https://www.finn.no/car/used/ad.html?finnkode=341206468,2018
"Mohagavegen 90, 2770 Jaren",180000,2017-04-03,Diesel,269000,Skoda Superb,"Skoda Superb 2,0/190HK TDI L&K 4X4 DSG..ACC,H.feste,Canton,Webasto",https://www.finn.no/car/used/ad.html?finnkode=341215849,2017
"Stabburveien 2a, 1617 Fredrikstad",129000,2020-07-01,Diesel,369999,Skoda Superb,Skoda Superb 2.0TDI/190HK4WD/L&K/CANTON/ACC/SKINN/AUT/H-FESTE/BT/TLF,https://www.finn.no/car/used/ad.html?finnkode=341255794,2020
"Industrivegen 72, 2072 Dal",164993,2014-12-30,Diesel,199800,Skoda Superb,Skoda Superb 170TDI/4X4/AUT.G/STV/ELEG/WEB-P.VARM/SP.SKINN/NAVI/DAB+,https://www.finn.no/car/used/ad.html?finnkode=341264633,2015
"Vestheimvegen 49, 4250 Kopervik",216751,2010-11-22,Diesel,75900,Skoda Superb,Skoda Superb 140 HK/ Automat/Elegance/ Skinn/ CC/ COLUMBUS/Pano/Krok,https://www.finn.no/car/used/ad.html?finnkode=341217503,2010
"Stoaveien 39, 4848 Arendal",43000,2021-03-19,El + Bensin,355000,Skoda Superb,"Skoda Superb 1,4 TSI 218hk iV L&K Adaptiv cruise/Canton/Skinn/Hfeste",https://www.finn.no/car/used/ad.html?finnkode=341227008,2021
"Industrigt 24, 2619 Lillehammer",95130,2020-07-31,Diesel,399500,Skoda Superb,"Skoda Superb 2,0 TDI 190HK L&K 4x4 Aut|Garanti|H.Feste|Webasto|",https://www.finn.no/car/used/ad.html?finnkode=341216631,2020
"Dronning Åstasgate 22, 3511 Hønefoss",32700,2020-12-17,El + Bensin,365900,Skoda Superb,"Skoda Superb 1,4 TSI 218hk iV Sportline aut DCC/ Webasto/ Krok/ +++",https://www.finn.no/car/used/ad.html?finnkode=341886485,2021
"Løkka 25, 3271 Larvik",54505,2021-02-03,Diesel,469000,Skoda Superb,"Skoda Superb 2,0 TDI 200hk L&K 4x4 (K) Webasto, Service, Krok, DCC",https://www.finn.no/car/used/ad.html?finnkode=342029146,2021
"Navarveien 5a, 7820 Spillum",106000,2019-11-14,Diesel,399000,Skoda Superb,Skoda Superb Sup3fl stv l&k d190 dsg4x4kamp Krok/webasto/skinn/navi,https://www.finn.no/car/used/ad.html?finnkode=341903437,2020
"Elgvegen 2, 2340 Løten",125387,2020-10-14,Diesel,359000,Skoda Superb,"Skoda Superb 2,0 TDI 190hk L&K 4x4 aut (K) INNBYTTEKAMPANJE",https://www.finn.no/car/used/ad.html?finnkode=341941472,2020
"Bruveien 17, 3055 Krokstadelva",60600,2020-03-25,El + Bensin,319500,Skoda Superb,Skoda Superb iV/L&K/Webasto/Acc/360Kam/DigCockpit/Navi/Skinn/Krok+,https://www.finn.no/car/used/ad.html?finnkode=341994087,2020
"Bruveien 17, 3055 Krokstadelva",109600,2020-02-18,El + Bensin,279500,Skoda Superb,Skoda Superb iV/Hybrid/L&K/Webasto/DigCockpit/H.feste/12Mnd Garanti+,https://www.finn.no/car/used/ad.html?finnkode=341993972,2020
"Kjærlighetsstien 28, 3112 Tønsberg",8500,2023-12-01,Diesel,579000,Skoda Superb,"Skoda Superb 2,0 TDI 200hk Style 4x4 aut /H.feste /Webasto /Navi",https://www.finn.no/car/used/ad.html?finnkode=342041722,2023
"Torsvang 16, 3271 Larvik",92940,2020-11-26,Diesel,439000,Skoda Superb,Skoda Superb 2.0TDI 200HK 4x4 L&K ACC Pano Skinn Norsk R.kam Krok ++,https://www.finn.no/car/used/ad.html?finnkode=342049043,2021
"Skibåsen 1, 4636 Kristiansand S",80224,2020-04-21,Diesel,399000,Skoda Superb,Skoda Superb L&K D190 DSG4X4,https://www.finn.no/car/used/ad.html?finnkode=342054314,2020
"Lerstadveien 534, 6018 Ålesund",56000,2020-02-03,El + Bensin,289000,Skoda Superb,Skoda Superb Plugin HYBRID Ambition | Webasto | Hengerfeste ++,https://www.finn.no/car/used/ad.html?finnkode=342082498,2020
